index,text,cleaned_text,sentiment
9376,surprised to learn that Ben Carson was part of the #GOPDebate last night... #BITCHWHERE ?,surprised learn ben carson part # gopdebate last night ... # bitchwhere ?,positive
9377,Fact checking is always my favorite part of the debates! Do most presume politicians' words are truthful? Scary. #GOPDebate,fact checking always favorite part debate ! presume politician ' word truthful ? scary . # gopdebate,positive
9378,@FreeAmerican100 @LibertarianWing @RandPaul @RonPaul #GOPDebate #StandWithRand Rand gets 1/2 Trump speaking time http://t.co/UTbTdCpkwD,@ freeamerican100 @ libertarianwing @ randpaul @ ronpaul # gopdebate # standwithrand rand get 1/2 trump speaking time http : //t.co/utbtdcpkwd,positive
9379,"My #GOPDebate review:👎🏻-Bush, Kasich; Eh-Huckabee, Christie; OK, wanted more-Paul, Cruz, Rubio; 👍🏻-Trump, Walker, Carson. Overall-good group","# gopdebate review : 👎🏻-bush , kasich ; eh-huckabee , christie ; ok , wanted more-paul , cruz , rubio ; 👍🏻-trump , walker , carson . overall-good group",positive
9380,"If @megynkelly is a bimbo, as @realDonaldTrump says, shouldn't he have had a super easy time answering her questions? #GOPDebate","@ megynkelly bimbo , @ realdonaldtrump say , n't super easy time answering question ? # gopdebate",negative
9381,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,rt @ monaeltahawy : candidate received word god ? ! presidential hopeful ? ! america ? ! christian brotherhood america # …,positive
9382,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
9383,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,rt @ rwsurfergirl : anyone else want punch chris wallace face ? # gopdebate # gopdebates 🇺🇸,positive
9384,RT @Kiarri_: Huckabee looks like one of those Muppets up in the balcony. His name even sounds like one. #GOPDebates,rt @ kiarri_ : huckabee look like one muppets balcony . name even sound like one . # gopdebates,positive
9385,"With all due respect to the pundits, you don't get to tell me who won the debate.  That's for me to decide. #GOPDebate","due respect pundit , n't get tell debate . 's decide . # gopdebate",positive
9386,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,rt @ rwsurfergirl : fox news obviously trying influence makeup republican field . 🇺🇸 # gopdebate # gopdebates,positive
9387,"RT @JRpolitirants: Don't get me wrong, Ben Carson is a brilliant man, I admire him, but I don't see him as president, its true he has a lot…","rt @ jrpolitirants : n't get wrong , ben carson brilliant man , admire , n't see president , true lot…",positive
9388,@KyleBrandt in the #GOPDebate Fox made @megynkelly play the womens victim she wasn't professional. She was a raging B all night,@ kylebrandt # gopdebate fox made @ megynkelly play woman victim n't professional . raging b night,positive
9389,Morning after: @marcorubio and @CarlyFiorina were the stars yesterday. @JohnKasich as runner-up. #GOPDebate,morning : @ marcorubio @ carlyfiorina star yesterday . @ johnkasich runner-up . # gopdebate,positive
9390,How embarrassing. The whole world is watching this and they must be asking what is going on. #GOPDebates #Republicandebaters #Bernie2016,embarrassing . whole world watching must asking going . # gopdebates # republicandebaters # bernie2016,negative
9391,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,rt @ mozgovaya : 10 men stage discussing one woman . @ hillaryclinton # gopdebates,positive
9392,"Winners, losers, &amp; @realDonaldTrump. Here's my round-up of #GOPdebate-&gt;http://t.co/RNUNbPaWgp http://t.co/sfQIwda61G","winner , loser , & amp ; @ realdonaldtrump . 's round-up # gopdebate- & gt ; http : //t.co/rnunbpawgp http : //t.co/sfqiwda61g",positive
9393,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,rt @ monaeltahawy : candidate received word god ? ! presidential hopeful ? ! america ? ! christian brotherhood america # …,positive
9394,"RT @pppatticake: . @jojokejohn @milesjreed @MikeLoBurgio @Astorix23 ""@HaroldItz: #GOPDebate Jr: New Graham slogan: ""I Can't Wait to Kill Yo…",rt @ pppatticake : . @ jojokejohn @ milesjreed @ mikeloburgio @ astorix23 `` @ harolditz : # gopdebate jr : new graham slogan : `` ca n't wait kill yo…,positive
9395,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
9396,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,rt @ rwsurfergirl : n't chris wallace ask politicans finance money come ? 🇺🇸 # gopdebate …,positive
9397,"RT @RWSurferGirl: I am wondering what Fox is up to with THIS debate -- get rid of Trump, Paul, Cruz, Carson? 🇺🇸 #GOPDebates  #GOPDebate","rt @ rwsurfergirl : wondering fox debate -- get rid trump , paul , cruz , carson ? 🇺🇸 # gopdebates # gopdebate",positive
9398,RT @SupermanHotMale: These fox news debates are no more than comedy at the laugh store... it's all for fun. #GopDebates,rt @ supermanhotmale : fox news debate comedy laugh store ... 's fun . # gopdebates,positive
9399,RT @Ian56789: Ask which of them is against #TPP job destroying Corporate Power Grab http://t.co/wHN0BLTejf #GOPDebate http://t.co/6giNJlaVI4,rt @ ian56789 : ask # tpp job destroying corporate power grab http : //t.co/whn0bltejf # gopdebate http : //t.co/6ginjlavi4,negative
9400,RT @MikeSington: #GOPDebate summed up in one pic. http://t.co/D3mEZO1bTJ,rt @ mikesington : # gopdebate summed one pic . http : //t.co/d3mezo1btj,positive
9401,Huckabee has a look on his face like he'd rather be discussing giving constitutional rights to fetuses.  #gopdebates,huckabee look face like 'd rather discussing giving constitutional right fetus . # gopdebates,positive
9402,"FrankLuntz: Before the #GOPDebate, 14 focus groupers said they had favorable view of Trump.

After, only 3 saw him… http://t.co/AuhlNZa3Ww","frankluntz : # gopdebate , 14 focus grouper said favorable view trump . , 3 saw him… http : //t.co/auhlnza3ww",positive
9403,RT @monaeltahawy: Can someone tell me why Ben Carson is carrying water for people who will barely let him speak? Racism much? #GOPDebates,rt @ monaeltahawy : someone tell ben carson carrying water people barely let speak ? racism much ? # gopdebates,negative
9404,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates","rt @ rwsurfergirl : trump got right , nobody would talk immigration , untill brought . # gopdebate # gopdebates",positive
9405,RT @damongiles1973: Thank you Cruz!  Finally someone who pledges to reverse every Obama executive order day 1. Why is this so hard? #GOPDeb…,rt @ damongiles1973 : thank cruz ! finally someone pledge reverse every obama executive order day 1. hard ? # gopdeb…,positive
9406,RT @mcgrudder: #GOP2016debate #GOPDebate #GOPDebates #Trump2016 #Trump2016 Trump has the GOP scared.  They don't control him.  He talks abo…,rt @ mcgrudder : # gop2016debate # gopdebate # gopdebates # trump2016 # trump2016 trump gop scared . n't control . talk abo…,negative
9407,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : american people pick next president united state fox news 🇺🇸 # gopdebate # gopdebates,positive
9408,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,rt @ rwsurfergirl : fox news obviously trying influence makeup republican field . 🇺🇸 # gopdebate # gopdebates,positive
9409,RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America #…,rt @ monaeltahawy : candidate received word god ? ! presidential hopeful ? ! america ? ! christian brotherhood america # …,positive
9410,Lots of creepy plain clothes cops and body men protecting #ScottWalker #GOPDebate,lot creepy plain clothes cop body men protecting # scottwalker # gopdebate,positive
9411,"RT @rodeodance: @ScottWalker Dodges Media At State Fair, Hours Before First #GOPDebate http://t.co/k7xM1gYBSu #Walker16 #wiunion #wipolitic…","rt @ rodeodance : @ scottwalker dodge medium state fair , hour first # gopdebate http : //t.co/k7xm1gybsu # walker16 # wiunion # wipolitic…",positive
9412,"Hey @GOP, #Trump Trump he's your man, if he can't lose it, nobody can!
Well actually all u showed in #GOPDebate is LOSERS
#GOP is not legit","hey @ gop , # trump trump 's man , ca n't lose , nobody ! well actually u showed # gopdebate loser # gop legit",negative
9413,RT @RebeccazWriting: @megynkelly @FrankLuntz @GovMikeHuckabee Interesting -considering he doesn't have a snowball's chance in HELL of winni…,rt @ rebeccazwriting : @ megynkelly @ frankluntz @ govmikehuckabee interesting -considering n't snowball 's chance hell winni…,negative
9414,Why did Scott Walker wink at me? Why did I like it? #GOPDebate http://t.co/qNbPUzgEQa,scott walker wink ? like ? # gopdebate http : //t.co/qnbpuzgeqa,positive
9415,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
9416,All my faves did really well last night: @marcorubio @JohnKasich @RealBenCarson @CarlyFiorina  #GOPDebate  Rubio-Kasich ticket! #Outnumbered,faves really well last night : @ marcorubio @ johnkasich @ realbencarson @ carlyfiorina # gopdebate rubio-kasich ticket ! # outnumbered,positive
9417,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",rt @ jamiaw : `` purpose military kill people break thing '' -mike huckabee # gopdebates # kkkorgop,negative
9418,RT @DTCahill: FOX FIX IN: @FoxNews why no online #GOPDebate winner viewer poll? You had them in 2012? Afraid viewers will pick @realDonaldT…,rt @ dtcahill : fox fix : @ foxnews online # gopdebate winner viewer poll ? 2012 ? afraid viewer pick @ realdonaldt…,positive
9419,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
9420,Anyone else think the #GOPDebate moderators remind of them of the host from the Hunger Games?,anyone else think # gopdebate moderator remind host hunger game ?,negative
9421,…#Trump wasn't going to play their PC game #GOPDebate #GOPDebates @BillHemmer,… # trump n't going play pc game # gopdebate # gopdebates @ billhemmer,negative
9422,"The day after the #GOPDebate. Where everyone talks about attitudes and personalities, and everyone forgets about issues.","day # gopdebate . everyone talk attitude personality , everyone forgets issue .",positive
9423,"#GOPDebate @tedcruz is it really worth mentioning the Reagan thing? you know correlation and causation are 2 different things, right?","# gopdebate @ tedcruz really worth mentioning reagan thing ? know correlation causation 2 different thing , right ?",positive
9424,Trump can't say when he became Conservative because HES NOT #tcot #ccot #GOPDebate #TrojanHorseTrump #GOPDebates #FoxDebate,trump ca n't say became conservative he # tcot # ccot # gopdebate # trojanhorsetrump # gopdebates # foxdebate,positive
9425,"Rubio might be my new pick for president, he gave some really intellgent answers last night #GOPDebate","rubio might new pick president , gave really intellgent answer last night # gopdebate",positive
9426,RT @fieldnegro: The happiest person in America today after watching those debates is HRC. #GOPDebates.,rt @ fieldnegro : happiest person america today watching debate hrc . # gopdebates .,positive
9427,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
9428,"RT @WhineNot: Rush: ""Not one of the 9 other candidates on the stage joined Megan Kelly in going after Donald Trump"" #GOPDebate",rt @ whinenot : rush : `` one 9 candidate stage joined megan kelly going donald trump '' # gopdebate,positive
9429,"If you saw any tears during Jon Stewart's last night on The Daily Show, just pretend I laughed so hard I cried watching the #GOPDebate.","saw tear jon stewart 's last night daily show , pretend laughed hard cried watching # gopdebate .",negative
9430,RT @Chic4USA: Aaaand #megynfail brings in DNC chair to take down Trump thru women's rights. My gender once again used as fear tool. Ugh #GO…,rt @ chic4usa : aaaand # megynfail brings dnc chair take trump thru woman 's right . gender used fear tool . ugh # go…,negative
9431,"RT @RWSurferGirl: Trump has got it right, nobody would talk about immigration, not untill be brought it up. #GOPDebate #GOPDebates","rt @ rwsurfergirl : trump got right , nobody would talk immigration , untill brought . # gopdebate # gopdebates",positive
9432,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,rt @ rwsurfergirl : candidate n't attack @ realdonaldtrump fox stoping speaking . 🇺🇸 # gopdebate…,positive
9433,RT @monaeltahawy: Seriously: GOP voters think God talks to presidential candidates? #ChristianBrotherhood #GOPDebates,rt @ monaeltahawy : seriously : gop voter think god talk presidential candidate ? # christianbrotherhood # gopdebates,positive
9434,RT @craicalaicpat: The God these men worship is money. #OneoftheSevenDeadlySinsButThatsNoneofMyBusiness  #GOPDebate,rt @ craicalaicpat : god men worship money . # oneofthesevendeadlysinsbutthatsnoneofmybusiness # gopdebate,positive
9435,Omfg Huckabee called out Obama for vilifying people who disagree with him. The irony! #GOPDebate,omfg huckabee called obama vilifying people disagree . irony ! # gopdebate,negative
9436,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,rt @ rwsurfergirl : tonight learned @ govchristie think remove civil right fight terrorism . # gopdebate # gopdebates,negative
9437,"RT @sethanikeem: @PhaedraBonewits #GOPDebate SPOILER ALERT: A rich, white guy tells the country how he's going to help other rich, white gu…","rt @ sethanikeem : @ phaedrabonewits # gopdebate spoiler alert : rich , white guy tell country 's going help rich , white gu…",positive
9438,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
9439,Look at Jeb coming through with throwing GWB under the bus about the Iraq War. He needs to do this more often. #GOPDebate,look jeb coming throwing gwb bus iraq war . need often . # gopdebate,negative
9440,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : would never know @ realdonaldtrump frontrunner watching debate . 🇺🇸 # gopdebate # gopdebates,positive
9441,"RT @MikeDrucker: ""If you elect me, I'll be the best comic book villain president you've ever seen!"" - Donald Trump #GOPDebate","rt @ mikedrucker : `` elect , 'll best comic book villain president 've ever seen ! '' - donald trump # gopdebate",positive
9442,"RT @SupermanHotMale: Dear Marco Rubio, just shut the fuck up, you are neither entertaining or wise. #GopDebates","rt @ supermanhotmale : dear marco rubio , shut fuck , neither entertaining wise . # gopdebates",negative
9443,RT @ThatChrisGore: Ted Cruz's mutant superpower is fear-mongering. #TedCruz #TedCruz2016 #GOPDebate #GOPDebates,rt @ thatchrisgore : ted cruz 's mutant superpower fear-mongering . # tedcruz # tedcruz2016 # gopdebate # gopdebates,positive
9444,Anyone think we'll get questions on #climatechange?  #gopdebates,anyone think 'll get question # climatechange ? # gopdebates,positive
9445,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",rt @ marymauldin : hey @ foxnews ! absolutely fearful @ sentedcruz ? 'm lol refuse ask question ! # gopdebat…,negative
9446,You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,would never know @ realdonaldtrump frontrunner watching debate . 🇺🇸 # gopdebate # gopdebates,positive
9447,"""If I nod a lot when the black guy speaks, I'll look like I'm not an asshole"" @ScottWalker probably. #GOPDebate","`` nod lot black guy speaks , 'll look like 'm asshole '' @ scottwalker probably . # gopdebate",positive
9448,@ScottWaker rope-a-dope strategy for #GOPDebate was brilliant.,@ scottwaker rope-a-dope strategy # gopdebate brilliant .,positive
9449,RT @PolicingWatch: It's quite entertaining to read other countries' headlines of #GOPDebate vs American ones. The sensibility elsewhere giv…,rt @ policingwatch : 's quite entertaining read country ' headline # gopdebate v american one . sensibility elsewhere giv…,positive
9450,And the focus group post #GOPDebate was a liberal eyesore. @FrankLuntz your focus groups are a disgrace and do no  justice. #wasteoftime,focus group post # gopdebate liberal eyesore . @ frankluntz focus group disgrace justice . # wasteoftime,positive
9451,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
9452,"RT @ABlanketyBlank: Mike ""the purpose of the military is to kill people and break things"" Huckabee #GOPDebate",rt @ ablanketyblank : mike `` purpose military kill people break thing '' huckabee # gopdebate,negative
9453,.@JohnKasich won this debate with a little home field advantage. #GOPDebates,. @ johnkasich debate little home field advantage . # gopdebates,positive
9454,Donald Trump admits on national TV that he bought candidates in the past. Oh joy. #GOPDebate,donald trump admits national tv bought candidate past . oh joy . # gopdebate,positive
9455,"RT @RWSurferGirl: Thanks Fox News, you're raising @realDonaldTrump 's ratings. 🇺🇸 #GOPDebate  #GOPDebates","rt @ rwsurfergirl : thanks fox news , 're raising @ realdonaldtrump 's rating . 🇺🇸 # gopdebate # gopdebates",positive
9456,RT @rodimusprime: Scott Walker brought up his Harley in his reason for why he should be president. #GOPDebate,rt @ rodimusprime : scott walker brought harley reason president . # gopdebate,positive
9457,"RT @Ally_Eddy: Do u think trans people should serve in the military? ""THE MILITARY IS not A SOCaiL EXPERIMENT WE ARE heRE TO KILL PPL"" ...k…",rt @ ally_eddy : u think trans people serve military ? `` military socail experiment kill ppl '' ... k…,negative
9458,The night #JohnStewart signed off from #TDS he killed 2 birds with one stone: #GOPDebate on #FoxDebate . No need to further comment on them,night # johnstewart signed # tds killed 2 bird one stone : # gopdebate # foxdebate . need comment,negative
9459,"NYTimes: “It compels me to write a cluster of words I never imagined writing: hooray for Fox News.” #GOPdebate 
http://t.co/zDJ3liGTAy",nytimes : “ compels write cluster word never imagined writing : hooray fox news. ” # gopdebate http : //t.co/zdj3ligtay,negative
9460,Hey @ChrisChristie exploiting the tragedy of 9/11 for your own political gain is @rudygiulianiGOP's thing #GOPDebate,hey @ chrischristie exploiting tragedy 9/11 political gain @ rudygiulianigop 's thing # gopdebate,negative
9461,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : fox cherry picking candidate . jeb get softball question . 🇺🇸 # gopdebates # gopdebates,positive
9462,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : jeb bush reminds elevator music . hear n't listen . 🇺🇸 # gopdebate # gopdebates,positive
9463,"RT @AlexisinNH: Two debates, one winner: Carly http://t.co/piewA1JCcc #Carly2016 #GOPDebate","rt @ alexisinnh : two debate , one winner : carly http : //t.co/piewa1jccc # carly2016 # gopdebate",positive
9464,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,rt @ rwsurfergirl : n't chris wallace ask politicans finance money come ? 🇺🇸 # gopdebate …,positive
9465,"RT @mkdclsn: 29 RTs for truth, doing what you say. https://t.co/0RiaOiPYkQ Join @tedcruz's fight: http://t.co/qUSaXyQqVn #GOPDebate #RSR15","rt @ mkdclsn : 29 rts truth , say . http : //t.co/0riaoipykq join @ tedcruz 's fight : http : //t.co/qusaxyqqvn # gopdebate # rsr15",positive
9466,RT @theyentareport: What? You want to know if any of the candidates hear strange voices in their head?  #mentalhealth #gopdebates http://t.…,rt @ theyentareport : ? want know candidate hear strange voice head ? # mentalhealth # gopdebates http : //t.…,negative
9467,he wont get the nomination but John Kasich spoke a whole lot of sense #GOPDebate,wont get nomination john kasich spoke whole lot sense # gopdebate,positive
9468,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,rt @ goldietaylor : huckabee . # gopdebates http : //t.co/zy12bdukx9,positive
9469,"Is Ted Cruz's slogan ""If you hate Obama, vote for me""? Because boy is he pushing it #GOPDebates","ted cruz 's slogan `` hate obama , vote '' ? boy pushing # gopdebates",negative
9470,Next #GOPDebate #Trump needs to let me do something with that hair!!!!! #fashion,next # gopdebate # trump need let something hair ! ! ! ! ! # fashion,positive
9471,Doesn't it bother anyone that the GOP is primarily white. At some point you have to step back &amp; realize it doesn't reflect the US #GOPDebate,n't bother anyone gop primarily white . point step back & amp ; realize n't reflect u # gopdebate,positive
9472,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : @ govchristie hugged obama n't deserve stage tonight . 🇺🇸 # gopdebates # gopdebates,positive
9473,RT @alexandraheuser: It's one thing 2 recognize a WINNER but America recognizes one who can help AMERICA win! #Rick2016 #GOPDebate #TCOT ht…,rt @ alexandraheuser : 's one thing 2 recognize winner america recognizes one help america win ! # rick2016 # gopdebate # tcot ht…,positive
9474,RT @jamalraad: Trump immigration strategy https://t.co/QZMfehR8VF #GOPDebate,rt @ jamalraad : trump immigration strategy http : //t.co/qzmfehr8vf # gopdebate,positive
9475,"RT @AtypicalArts: RT @micnews: Jeb Bush defunded Planned Parenthood and now Florida ranks last for women’s health http://t.co/Rq6zkuqK7B
 #…",rt @ atypicalarts : rt @ micnews : jeb bush defunded planned parenthood florida rank last woman ’ health http : //t.co/rq6zkuqk7b # …,positive
9476,"RT @kristawelz: Raise your words, not your voice. It is rain 💧 that grows flowers 🌷, not thunder ⚡️. #edchat #GOPDebate #GOPDbate #edcampgl…","rt @ kristawelz : raise word , voice . rain 💧 grows flower 🌷 , thunder ⚡️ . # edchat # gopdebate # gopdbate # edcampgl…",positive
9477,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,rt @ rwsurfergirl : american people pick next president united state fox news 🇺🇸 # gopdebate # gopdebates,positive
9478,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,rt @ mozgovaya : 10 men stage discussing one woman . @ hillaryclinton # gopdebates,positive
9479,#ChrisChristie and #CarlyFiorina what a team they'd make! #GOPDebate #Election2016,# chrischristie # carlyfiorina team 'd make ! # gopdebate # election2016,positive
9480,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",rt @ rwsurfergirl : disappointing fox news conducting `` fair & amp ; balanced '' debate . 🇺🇸 # gopdebate # gopdebates,negative
9481,"RT @FoxNewsMom: I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5",rt @ foxnewsmom : 'm psychic . # gopdebates http : //t.co/wxaf0qvhi5,positive
9482,"Saddest part of #GOPDebate wasn't what @realDonaldTrump said, it was the large segment of the crowd whooping it up over what he said.","saddest part # gopdebate n't @ realdonaldtrump said , large segment crowd whooping said .",negative
9483,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…","rt @ rwsurfergirl : think cruz trump need band together expose set job , get rid bush rubio , 🇺🇸 # gopdebate # g…",negative
9484,RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31,rt @ bettyfckinwhite : donald trump biff back future 2 ? # gopdebates # womensrights # combover http : //t.co/is9gyb7p31,positive
9485,RT @lhlamb: #MegynKelly's extensions should have their own Twitter feed. #GOPDebate,rt @ lhlamb : # megynkelly 's extension twitter feed . # gopdebate,positive
9486,RT @monaeltahawy: Perhaps they'll talk about racism if they're asked if God told them #BlackLiveeMatter #GOPDebates,rt @ monaeltahawy : perhaps 'll talk racism 're asked god told # blackliveematter # gopdebates,negative
9487,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",rt @ marymauldin : hey @ foxnews ! absolutely fearful @ sentedcruz ? 'm lol refuse ask question ! # gopdebat…,negative
9488,RT @goldietaylor: Huckabee. #GOPDebates http://t.co/Zy12bdUkx9,rt @ goldietaylor : huckabee . # gopdebates http : //t.co/zy12bdukx9,positive
9489,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,rt @ ericstonestreet : trump cam hand . # gopdebates,positive
9490,RT @RWSurferGirl: After @GovChristie hugged Obama he doesn't deserve to be on the stage tonight. 🇺🇸 #GOPDebates  #GOPDebates,rt @ rwsurfergirl : @ govchristie hugged obama n't deserve stage tonight . 🇺🇸 # gopdebates # gopdebates,positive
9491,"RT @jordiemojordie: Jeb!, Planned Parenthood is NOT just about abortions: they provide contraception and women's healthcare to low income w…","rt @ jordiemojordie : jeb ! , planned parenthood abortion : provide contraception woman 's healthcare low income w…",negative
9492,#GOPDebate @chriswallace @megynkelly @BretBaier I was really looking forward to a real debate of the candidates not an attack on Trump,# gopdebate @ chriswallace @ megynkelly @ bretbaier really looking forward real debate candidate attack trump,negative
9493,"@RealAlexJones @libertytarian @JakariJax @LeeAnnMcAdoo Wether @realDonaldTrump is a trojan horse or not, is he worth a punt? #GOPDebate","@ realalexjones @ libertytarian @ jakarijax @ leeannmcadoo wether @ realdonaldtrump trojan horse , worth punt ? # gopdebate",positive
9494,RT @kylebelanger1: #UponFurtherReview: #DonaldTrump was the dad in the #ODoyleRules family. #BillyMaddison #VapidBully #GOPDebate... http:/…,rt @ kylebelanger1 : # uponfurtherreview : # donaldtrump dad # odoylerules family . # billymaddison # vapidbully # gopdebate ... http : /…,positive
9495,RT @stephenmengland: Just read @realDonaldTrump's early morning Twitter rants. . .there are reasons why it's not recommended to mix drugs a…,rt @ stephenmengland : read @ realdonaldtrump 's early morning twitter rant . . .there reason 's recommended mix drug a…,negative
9496,RT @noimosque32: Dr. King says his dream became a nightmare... https://t.co/FswFvAwKH0  #JusticeOrElse #GOPDebate,rt @ noimosque32 : dr. king say dream became nightmare ... http : //t.co/fswfvawkh0 # justiceorelse # gopdebate,positive
9497,RT @fieldnegro: GOP respects life....just not black ones. #GOPDebates,rt @ fieldnegro : gop respect life .... black one . # gopdebates,positive
9498,"RT @cat_1012000: Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #…","rt @ cat_1012000 : thanks @ foxtv holding # gopdebates million people know 're better balanced msn , abc , cbs ... # …",positive
9499,RT @imuszero: Disappointed in @FoxNews coverage of #GOPDebate they acted like giddy amateurs at a sporting event using liberal media questi…,rt @ imuszero : disappointed @ foxnews coverage # gopdebate acted like giddy amateur sporting event using liberal medium questi…,negative
9500,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,rt @ rwsurfergirl : candidate n't attack @ realdonaldtrump fox stoping speaking . 🇺🇸 # gopdebate…,positive
9501,"The #GOPDebate and the #macleansdebate are total opposites; Macleans ran a professional, organized debate, and the GOP ran a media circus.","# gopdebate # macleansdebate total opposite ; macleans ran professional , organized debate , gop ran medium circus .",positive
9502,RT @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? #GOPDebate  #GOPDebates,rt @ rwsurfergirl : @ megynkelly posed adult pictures.should bring ? # gopdebate # gopdebates,positive
9503,#Trump was spot on in his description of business bankruptcies. Playing by same rules as all businesses. #GOPDebate  https://t.co/cgNHoXchDL,# trump spot description business bankruptcy . playing rule business . # gopdebate http : //t.co/cgnhoxchdl,positive
